Asset,Weight
GOLDBEES.NS,0.004332181944740988
INFY.NS,0.25237476322361174
RELIANCE.NS,0.07216835883518176
TATAMOTORS.NS,0.39967907029343386
TITAN.NS,0.2714456257030317
^NSEI,4.575706236960004e-18
