Max_Sharpe_Return,Max_Sharpe_Vol,Max_Sharpe_Sharpe,Min_Vol_Return,Min_Vol_Vol,Min_Vol_Sharpe,Hist_VaR_99
0.3014364228217338,0.2713455297596762,1.0003349716582324,0.17468951935048488,0.18992772346788447,0.7618135820753463,-0.048228103422220815
